iso,pays,annee,perte_biomasse_Mg,perte_surface_ha
CUB,Cuba,2010,1097459.15113081,8608.089255237364
CYM,Iles Cayman,2010,3558.0694550259204,39.79336772253352
CYP,Chypre,2010,6271.442081073098,63.95480701522088
CZE,Republique tcheque,2010,2953179.823347561,15441.635247404905
DEU,Allemagne,2010,15295029.260936413,75677.99610789663
DMA,Dominique,2010,22104.25920168012,92.12036731059922
DNK,Danemark,2010,500788.5196763597,4427.723897031409
DOM,Republique dominicaine,2010,2220024.0300531574,14102.675787782413
DZA,Algerie,2010,290449.66426769545,2605.623816506459
ECU,equateur,2010,8613381.694088355,33766.73010972605
EGY,egypte,2010,8291.313249171228,98.182305884794
ESP,Espagne,2010,8167623.326504165,56093.422150218445
EST,Estonie,2010,2161477.578208284,21496.37884219763
ETH,ethiopie,2010,3635434.2155884947,20184.156517803236
FIN,Finlande,2010,13619829.769924317,167507.27917205324
FJI,Fidji,2010,532958.941223813,2346.764318166228
FRA,France,2010,23448665.96047032,143265.20964329445
FSM,Micronesie,2010,20720.36784172859,76.66233752445753
GAB,Gabon,2010,2546997.5559759196,10674.18385778195
GBR,Royaume-Uni,2010,4739693.665466819,28469.22589701844
GEO,Georgie,2010,122417.705743241,818.5918273546538
GGY,Guernesey,2010,25.598988347359658,0.1511740321484289
GHA,Ghana,2010,2952065.212832066,19500.003674398486
GIN,Guinee,2010,2339588.2405835027,16045.589869529862
GLP,Guadeloupe,2010,21617.644047928294,127.38589694608766
GMB,Gambie,2010,2045.7155203274535,23.827262735922755
GNB,Guinee-Bissau,2010,612340.7764490152,4900.406655505514
GNQ,Guinee equatoriale,2010,1547942.317026969,6592.942458960396
GRC,Grece,2010,786830.2032304087,7785.299020069075
GRD,Grenade,2010,36497.7944840065,159.5560714282115
GTM,Guatemala,2010,10906298.531857686,59668.373943725426
GUF,Guyane française,2010,1034140.381077075,3205.635088307473
GUY,Guyane,2010,2714789.0551927737,10098.885911537931
HKG,Hong Kong,2010,2380.205692687837,12.89914447489636
HND,Honduras,2010,8944170.06490608,46085.25513173528
HRV,Croatie,2010,611162.0985811276,3499.248261480737
HTI,Haiti,2010,298955.6132414385,2084.3611770955995
HUN,Hongrie,2010,1699469.1985240327,11255.48785977253
IDN,Indonesie,2010,293823979.32120204,1279331.974550826
IMN,Ile de Man,2010,7277.544940547099,49.956396423599614
IND,Inde,2010,10838014.660734814,51317.10631843697
IRL,Irlande,2010,715291.9377206892,3854.6787514051657
IRN,Iran,2010,20671.47977625663,195.79006760784432
IRQ,Irak,2010,1444.4133960550203,13.415441118876874
ISR,Israel,2010,8328.605531907246,89.07957604923197
ITA,Italie,2010,1973564.338052951,15806.376823076058
JAM,Jamaique,2010,471989.9997431305,2364.9480667506677
JEY,Jersey,2010,1226.8480076198566,7.340422355249149
JOR,Jordanie,2010,5.289817759013371,0.06530639208658483
JPN,Japon,2010,6402967.060536924,35745.32472654048
KAZ,Kazakhstan,2010,409068.8463159024,3108.915856366113
KEN,Kenya,2010,4185955.1298087724,22693.010061825295
KGZ,Kirghizistan,2010,29548.104231676552,260.97381578613346
KHM,Cambodge,2010,52361154.537665166,237881.9133478889
KNA,Saint-Kitts-et-Nevis,2010,3603.7608183833386,18.53841190995735
KOR,Coree du Sud,2010,1823009.198994653,14425.151523610468
LAO,Laos,2010,37003291.467504814,167107.9997513906
LBN,Liban,2010,11620.620292429234,115.18064020305431
LBR,Liberia,2010,3800523.655954279,20357.665832126586
LBY,Libye,2010,827.9336036767451,9.414285433281911
LCA,Sainte-Lucie,2010,20706.012510649234,99.84201267664723
LIE,Liechtenstein,2010,633.3770499908296,2.791921383349039
LKA,Sri Lanka,2010,990401.060036124,7230.756198983185
LSO,Lesotho,2010,447.82187601900114,3.772713540079225
LTU,Lituanie,2010,2596106.134522559,21666.890434322027
LUX,Luxembourg,2010,193606.66938360018,880.4352557213981
LVA,Lettonie,2010,5562470.941664293,48507.109982461145
MAC,Macao,2010,,0.57116688867309
MAR,Maroc,2010,109825.5943738107,988.0770669791414
MDA,Moldavie,2010,20341.204609254906,176.75113904259507
MDG,Madagascar,2010,19111005.549946636,107218.89158343205
MEX,Mexique,2010,22672780.89031236,166728.9134837289
MKD,Macedoine,2010,341503.1049072992,2223.215055607477
MLI,Mali,2010,6929.293425034128,53.890561488987274
MLT,Malte,2010,57.91013039984263,0.6260022333332977
MMR,Myanmar,2010,36281725.93472647,169913.27516867546
MNE,Montenegro,2010,35847.514117461054,210.93933395741794
MNG,Mongolie,2010,770880.0311217969,8764.403872903764
MOZ,Mozambique,2010,26958094.631575234,194545.3856784274
MSR,Montserrat,2010,23869.33858811894,109.3020409919052
MTQ,Martinique,2010,15811.856658530536,75.36671357432527
MUS,Maurice,2010,4879.4655628104,23.26746883708394
MWI,Malawi,2010,586901.0317906904,3981.955543033253
MYS,Malaisie,2010,102251260.78999682,430607.4790089101
MYT,Mayotte,2010,6677.783495487616,31.90512951203367
NAM,Namibie,2010,2038.8543713439667,26.965566484868923
NCL,Nouvelle-Caledonie,2010,86969.28629296785,550.4216422365106
NGA,Nigeria,2010,4559485.4697815385,32782.06424321441
NIC,Nicaragua,2010,44097396.28104795,212519.58920537535
NLD,Pays-Bas,2010,547071.4183718124,3403.342056002898
NOR,Norvege,2010,3648724.7704468397,40128.910596967144
NPL,Nepal,2010,579072.5245500415,2347.6986006439683
NZL,Nouvelle-Zelande,2010,10264554.374094099,56121.87427679254
PAK,Pakistan,2010,112191.06991088297,720.2208582092732
PAN,Panama,2010,3435423.0485964827,15402.505934153774
PER,Perou,2010,38434581.20582622,142324.14224610332
PHL,Philippines,2010,22780764.069516074,102649.43231558494
PLW,Palau,2010,10161.842580899078,32.72961263830935
PNG,Papouasie-Nouvelle-Guinee,2010,20195613.404127315,68761.27146652558
POL,Pologne,2010,9790946.813096613,71835.17455297758
PRI,Puerto Rico,2010,119842.7549336468,595.2798261976304
PRK,Coree du Nord,2010,2144661.787307496,19020.619730717044
PRT,Portugal,2010,6419877.348884069,48401.15283591823
PRY,Paraguay,2010,31627251.47575874,442300.41440127837
PSE,Palestine,2010,127.30703352095804,1.3106598117840025
REU,Reunion,2010,46249.977813317084,223.36694534214158
ROU,Roumanie,2010,3111654.463812304,17781.76487092413
RUS,Russie,2010,187842415.56740183,1859545.0725320112
RWA,Rwanda,2010,335211.507538427,2449.7684972516245
SDN,Soudan,2010,4901.390673258876,41.83875764753926
SEN,Senegal,2010,17607.93983901373,153.8253932472264
SGP,Singapour,2010,6562.8285290177155,43.992596866554635
SLB,Iles Salomon,2010,1567882.5685341465,6418.01787203086
SLE,Sierra Leone,2010,1379396.7403438294,8782.214514038045
SLV,Salvador,2010,460438.59611155366,2873.0177174614914
SOM,Somalie,2010,12346.430543755323,139.6464292048553
SRB,Serbie,2010,437621.4201139928,2461.86868524779
SSD,Sud-Soudan,2010,435186.72933343303,3879.410411294758
SUR,Suriname,2010,2206613.4040644253,7000.397415290403
SVK,Slovaquie,2010,3267415.0141183436,17103.91757366599
SVN,Slovenie,2010,280854.3245617601,1433.9513534204707
SWE,Suede,2010,22316057.942227863,263646.4209045336
SWZ,Eswatini,2010,1412117.0070687076,6660.339482738284
SYR,Syrie,2010,28059.453534258028,240.53296655350687
TCA,Iles Turques-et-Caiques,2010,2405.6501481011924,38.41868880470912
TCD,Tchad,2010,28157.139523473048,254.65247386244496
TGO,Togo,2010,58702.940722030144,514.1051343826526
THA,Thailande,2010,29134758.544627815,134984.30930408288
TJK,Tadjikistan,2010,1174.0450436979827,10.857889648227282
TKM,Turkmenistan,2010,1002.3252851092702,8.87322163565125
TLS,Timor-Leste,2010,149732.6810430159,649.0107168769116
TTO,Trinite-et-Tobago,2010,707529.0412823004,3406.8333910215115
TUN,Tunisie,2010,48575.93728232577,398.03971915724736
TUR,Turquie,2010,1873051.5316411594,17007.96514332141
TWN,Taiwan,2010,579390.2088451299,2459.821988962324
TZA,Tanzanie,2010,18561346.150957234,138486.41051633685
UGA,Ouganda,2010,6831877.425360092,34149.41893366008
UKR,Ukraine,2010,7543149.182733554,52441.055151381275
URY,Uruguay,2010,1862672.3069659374,17826.268940732938
USA,Etats-Unis,2010,292631627.30883205,2167662.188313326
UZB,Ouzbekistan,2010,3592.639276793545,31.92424279347841
VCT,Saint-Vincent-et-les Grenadines,2010,14409.999941297616,65.79194186817466
VEN,Venezuela,2010,17598714.008744452,101285.58210302924
VGB,British Virgin Islands,2010,725.8291446820606,3.9462251163864948
VIR,Iles Vierges americaines,2010,3169.4736389667,21.344954114125223
VNM,Viet Nam,2010,37610317.81089279,174256.19388176783
VUT,Vanuatu,2010,66551.6479890684,307.6289116536785
XAD,Akrotiri et Dhekelia,2010,14.490920222655426,0.1271133352864511
XKO,Kosovo,2010,85988.92439030524,468.2772285893838
XNC,Chypre du Nord,2010,996.3952177408296,9.773423312371873
ZAF,Afrique du Sud,2010,13174607.195401318,61758.75127048162
ZMB,Zambie,2010,27885533.488342132,173983.6322959627
ZWE,Zimbabwe,2010,840261.1134776606,6635.298410116791
AFG,Afghanistan,2011,15454.080301613043,112.95506217913294
AGO,Angola,2011,22345065.181468558,182927.91545020897
ALA,Iles Aland,2011,42129.04345121105,465.8224431235224
ALB,Albanie,2011,162364.65526359374,1188.2481956630875
AND,Andorre,2011,169.39607914022616,0.913257606106946
ARG,Argentine,2011,34102609.232700095,499187.1776693495
ARM,Armenie,2011,24385.004880820183,173.98857449846196
ATG,Antigua-et-Barbuda,2011,3404.1321460529234,25.83647597345754
AUS,Australie,2011,14532633.262762045,121315.76619887596
AUT,Autriche,2011,3673514.9894646425,18089.76135807413
AZE,Azerbaidjan,2011,16494.89184793767,147.4556886262809
BDI,Burundi,2011,132526.95517179015,960.5865305165012
BEL,Belgique,2011,1083929.1855414975,5016.268618970896
BEN,Benin,2011,71814.55229449354,654.6675256212654
BES,Pays-Bas caribeens,2011,1639.8634177315123,8.809001751506827
BFA,Burkina Faso,2011,1581.5287664379703,15.318765268498595
BGD,Bangladesh,2011,863688.9192311489,4181.292614329539
BGR,Bulgarie,2011,471962.16915609466,3331.6906422361944
BHS,Bahamas,2011,45689.648114599026,624.7938525199412
BIH,Bosnie-Herzegovine,2011,169438.5950818326,970.6150882327788
BLR,Bielorussie,2011,5832015.175668519,45367.0135277556
BLZ,Belize,2011,4912775.0791287795,26386.27977817689
BMU,Bermudes,2011,17.219571183775063,0.13045129684678078
BOL,Bolivie,2011,54522452.91753988,330239.2107166972
BRA,Bresil,2011,347931823.7446625,1923363.6945466672
BRB,Barbade,2011,2816.325336816335,18.13697372804326
BRN,Brunei Darussalam,2011,808800.7604745552,2620.3632348769406
BTN,Bhoutan,2011,265242.0461072781,1090.9935891274788
BWA,Botswana,2011,1347.6627353227634,21.43335792787813
CAF,Republique centrafricaine,2011,9119767.885912698,49140.154897945635
CAN,Canada,2011,165767130.39777017,2160700.6012920374
CHE,Suisse,2011,418809.0229456656,1939.8543180228307
CHL,Chili,2011,12934472.907813286,99349.74402050268
CHN,Chine,2011,110916803.31033449,598586.6213597062
CIV,Cote d Ivoire,2011,20245980.829302337,124683.49272816263
CMR,Cameroun,2011,5990357.290912442,27651.745108447536
COD,Republique democratique du Congo,2011,96013131.77277435,429540.07869338477
COG,Republique du Congo,2011,6108852.432574038,28374.344321615506
COL,Colombie,2011,42180350.54873324,189829.0190487503
COM,Comores,2011,25126.494009041675,122.612099200037
CPV,Cap-Vert,2011,,16.409443462350414
CRI,Costa Rica,2011,2041421.3627858618,10495.814297124076
CUB,Cuba,2011,1867336.6398532651,16312.751709208365
CYM,Iles Cayman,2011,3416.746036524816,39.774712424629456
CYP,Chypre,2011,11865.574924296316,118.5263927994622
CZE,Republique tcheque,2011,4063685.9992677364,21853.284871650787
DEU,Allemagne,2011,6499289.88122993,34271.552045562945
DMA,Dominique,2011,10687.053082959352,44.46318314959713
DNK,Danemark,2011,354242.93682774506,3132.382286941496
DOM,Republique dominicaine,2011,1973857.6076135135,12960.421981061687
DZA,Algerie,2011,949905.9624239486,8344.08446204193
ECU,equateur,2011,11561007.794454914,43620.17658967107
EGY,egypte,2011,9067.227780531015,102.6233365777056
ESP,Espagne,2011,5757437.533124773,39325.56850963552
EST,Estonie,2011,2735524.6521631465,27199.28504796513
ETH,ethiopie,2011,2801616.6738160662,15462.73447562723
FIN,Finlande,2011,12532172.025929254,159354.70089162214
FJI,Fidji,2011,120039.67722990515,552.8023926625151
FRA,France,2011,11325342.314672945,64074.316863007596
GAB,Gabon,2011,4113572.9792693886,18160.655158393314
GBR,Royaume-Uni,2011,4089962.492943396,22656.555172215405
GEO,Georgie,2011,86610.05814143404,539.714363789878
GGY,Guernesey,2011,82.38875623490418,0.5042090116102145
GHA,Ghana,2011,5507306.768123062,36242.630113128944
GIN,Guinee,2011,3819861.197542819,27637.96099239983
GLP,Guadeloupe,2011,13331.629455466003,73.90693008635478
GMB,Gambie,2011,2544.8026175134682,30.422626995262657
GNB,Guinee-Bissau,2011,545928.1002984748,4283.911161332813
GNQ,Guinee equatoriale,2011,1869778.1187166926,7706.364529105545
GRC,Grece,2011,630733.1157289525,6198.616501977358
GRD,Grenade,2011,9518.348859225905,40.18600682170389
GTM,Guatemala,2011,7639008.713622777,40586.901239303625
GUF,Guyane française,2011,883802.7054019212,2708.7968445634237
GUY,Guyane,2011,2371711.149886517,8362.988171547677
HKG,Hong Kong,2011,2654.5325182781226,15.468640024219228
HND,Honduras,2011,9936669.848699674,52571.55292969343
HRV,Croatie,2011,487827.99270697637,2918.689847772195
HTI,Haiti,2011,343959.0205541465,2564.2100328311635
HUN,Hongrie,2011,1227129.6608011778,8225.275769277067
IDN,Indonesie,2011,354966269.17036664,1543628.9225005743
IMN,Ile de Man,2011,1792.164772521437,12.039461385055738
IND,Inde,2011,17979317.372187834,88460.35915086263
IRL,Irlande,2011,595448.5649317686,3108.828269132581
IRN,Iran,2011,25325.42853011185,238.9121501464664
IRQ,Irak,2011,341.56927070370455,3.2901355319399173
ISR,Israel,2011,109485.7274747975,1065.3923516841935
ITA,Italie,2011,1406168.1988562164,11450.626571222805
JAM,Jamaique,2011,483816.4729189255,2385.222420013073
JEY,Jersey,2011,582.5696767024126,3.188722275538014
JPN,Japon,2011,6420660.0932872975,35955.32688931188
KAZ,Kazakhstan,2011,665915.6365477289,4852.338242944861
KEN,Kenya,2011,2988360.677072007,17299.7572655212
KGZ,Kirghizistan,2011,12390.752172090797,111.9822805474006
KHM,Cambodge,2011,46714089.15218012,192154.66546491184
KNA,Saint-Kitts-et-Nevis,2011,2457.7205982879846,12.358805756857397
KOR,Coree du Sud,2011,1494498.087528714,11709.679021045427
LAO,Laos,2011,28616509.037558626,130932.95836267245
LBN,Liban,2011,14243.294310016005,139.4090470180164
LBR,Liberia,2011,6011931.855862334,34444.33601962229
LBY,Libye,2011,855.776649531405,9.487611197051752
LCA,Sainte-Lucie,2011,13592.649314656328,61.57842812022792
LIE,Liechtenstein,2011,439.525744100781,1.8429366804908254
LKA,Sri Lanka,2011,1951484.5919025745,14736.922083666392
LSO,Lesotho,2011,437.0475702500379,3.3540785446062147
LTU,Lituanie,2011,2725699.5384612153,21735.155513642407
LUX,Luxembourg,2011,99107.27237167314,447.80867152154303
LVA,Lettonie,2011,5187164.306109442,44737.56113470505
MAC,Macao,2011,,0.7139752360895719
MAR,Maroc,2011,394277.9269586861,3392.461737801325
MDA,Moldavie,2011,19906.282869916693,186.81249517470738
MDG,Madagascar,2011,31842454.073317856,162323.48199746726
MEX,Mexique,2011,25142573.93803293,186771.29961971095
MKD,Macedoine,2011,336865.68970191217,2156.6326766962397
MLI,Mali,2011,20244.80310936098,165.78566284811802
MLT,Malte,2011,161.71472466654672,1.438825872669207
MMR,Myanmar,2011,29056499.0236322,135716.3642060058
MNE,Montenegro,2011,81785.85750545905,494.31559996842634
MNG,Mongolie,2011,289489.50649238954,3550.509212361634
MOZ,Mozambique,2011,19366456.817125514,150242.38837890537
MSR,Montserrat,2011,1458.1061804737806,6.343112550028968
MTQ,Martinique,2011,31435.468615681435,152.9927397381282
MUS,Maurice,2011,84338.29952511674,487.31949644207907
MWI,Malawi,2011,1261562.9579692874,8216.209943862274
MYS,Malaisie,2011,113153197.19892329,463078.37202888506
MYT,Mayotte,2011,428.9727260467727,2.327297513664053
NAM,Namibie,2011,4249.85110581685,70.90416643330005
NCL,Nouvelle-Caledonie,2011,117569.12734042256,709.1568658939245
NGA,Nigeria,2011,7088963.2710322235,53891.48864102452
NIC,Nicaragua,2011,9518696.465924496,43289.7570520162
NLD,Pays-Bas,2011,185995.3438534475,1155.2918805107404
NOR,Norvege,2011,2950850.5421076966,32768.91954423755
NPL,Nepal,2011,725047.1909742291,2816.459969956659
NZL,Nouvelle-Zelande,2011,10949209.16258762,59943.05383008222
PAK,Pakistan,2011,80400.11448975447,463.3844430140608
PAN,Panama,2011,5055427.376406287,23104.093503817392
PER,Perou,2011,33510309.41739893,125265.09054643185
PHL,Philippines,2011,7821384.251335574,33252.86178407713
PLW,Palau,2011,9817.366807720828,30.59188477753724
PNG,Papouasie-Nouvelle-Guinee,2011,15954538.291121423,53046.611971568986
POL,Pologne,2011,7807035.651109563,56650.180834739906
PRI,Puerto Rico,2011,232101.29471782205,1227.762500439046
PRK,Coree du Nord,2011,628558.1294672568,5431.467606532369
PRT,Portugal,2011,3685296.4598163944,26672.763593250274
PRY,Paraguay,2011,33913709.106702015,457195.733434482
PSE,Palestine,2011,22.99546336130704,0.26135731809682905
REU,Reunion,2011,104307.83601132322,562.416271065547
ROU,Roumanie,2011,2934166.9512935616,16927.421745702002
RUS,Russie,2011,277334656.98955524,3021487.903716373
RWA,Rwanda,2011,145673.61363453686,925.9345724824993
SDN,Soudan,2011,22550.300338136218,205.23965825659246
SEN,Senegal,2011,13689.24140693315,116.84204874576423
SGP,Singapour,2011,10995.214898936381,73.91115390354236
SLB,Iles Salomon,2011,1475552.9099407566,5860.705993261618
SLE,Sierra Leone,2011,5120808.876611415,33929.46108345448
SLV,Salvador,2011,537359.4608383685,3242.219006846139
SOM,Somalie,2011,14954.699928514314,184.50804264629434
SPM,Saint-Pierre-et-Miquelon,2011,,0.05302911553602129
SRB,Serbie,2011,396553.8312571624,2210.1616112546653
SSD,Sud-Soudan,2011,993224.0104788351,9011.574752713499
SUR,Suriname,2011,1828422.6316781754,5696.754549846581
SVK,Slovaquie,2011,2124499.931597841,11543.845547858662
SVN,Slovenie,2011,281528.81627847836,1436.1345837047688
SWE,Suede,2011,18213976.077065714,205321.30074366974
SWZ,Eswatini,2011,506797.04736906197,2621.9245353322913
SYR,Syrie,2011,17711.69842778133,155.89835133830348
TCA,Iles Turques-et-Caiques,2011,945.9404570168001,14.599105427989961
TCD,Tchad,2011,99568.36901286796,920.0001787977908
TGO,Togo,2011,141027.0693858211,1255.7789802334473
THA,Thailande,2011,19796771.18603182,94544.6937804774
TJK,Tadjikistan,2011,2083.3148244757763,20.201706517376227
TKM,Turkmenistan,2011,1647.775270088146,16.515233475966994
TLS,Timor-Leste,2011,311503.3619629703,1463.476667106855
TTO,Trinite-et-Tobago,2011,82285.52334651549,374.7194797229722
TUN,Tunisie,2011,254996.72396356708,2203.8900279014965
TUR,Turquie,2011,2639570.2318132846,23887.927234929062
TWN,Taiwan,2011,329802.74347934325,1461.486996160707
TZA,Tanzanie,2011,18464284.802213583,137805.33465555226
UGA,Ouganda,2011,11419469.411816819,65067.3179421971
UKR,Ukraine,2011,8712916.13220128,60355.87401913386
UMI,Iles mineures eloignees des Etats-Unis,2011,,0.1461976258094535
URY,Uruguay,2011,2657032.4061649367,28001.4128441199
USA,Etats-Unis,2011,255798812.995243,1663692.3044002359
UZB,Ouzbekistan,2011,3499.3959406354006,33.41626008151238
VCT,Saint-Vincent-et-les Grenadines,2011,6516.876317466925,30.421077479226668
VEN,Venezuela,2011,12333470.205659062,74441.21988581293
VGB,British Virgin Islands,2011,2566.9629969055245,15.346735096775532
VIR,Iles Vierges americaines,2011,8311.349450793006,49.9176035143566
VNM,Viet Nam,2011,28532018.113806784,130786.40739750107
VUT,Vanuatu,2011,139026.77433215623,607.1044173004832
XAD,Akrotiri et Dhekelia,2011,116.92013139832669,1.0808338175737233
XKO,Kosovo,2011,147212.20955975718,802.0038878749968
XNC,Chypre du Nord,2011,1449.9328776728403,14.067647252982528
ZAF,Afrique du Sud,2011,14026459.055116767,69616.7932377198
ZMB,Zambie,2011,10014871.60536243,60076.41864813257
ZWE,Zimbabwe,2011,1508887.6979846936,9039.172703429032
AFG,Afghanistan,2012,4862.5362416727785,39.3076156560674
AGO,Angola,2012,22319400.270166583,180754.82068446907
ALA,Iles Aland,2012,58229.91870883851,654.7286496341737
ALB,Albanie,2012,870006.4555436305,5395.648852904807
AND,Andorre,2012,1434.880352207814,7.697719637314079
ARG,Argentine,2012,34579446.02708092,478177.91064416245
ARM,Armenie,2012,25169.238445224226,197.6781764096243
ATG,Antigua-et-Barbuda,2012,3861.573834444568,33.3453906659918
AUS,Australie,2012,15137355.757876392,139803.69198119326
AUT,Autriche,2012,2206826.2933267085,11158.429233731995
AZE,Azerbaidjan,2012,62980.255894618545,597.6319686938891
BDI,Burundi,2012,105695.00587915824,871.1629204077067
BEL,Belgique,2012,1239896.3711246527,5635.167607287625
BEN,Benin,2012,333992.74464186403,2865.4117545878903
BES,Pays-Bas caribeens,2012,389.84003650005263,3.2220784907947997
BFA,Burkina Faso,2012,40.19311228077975,0.3777338635655383
BGD,Bangladesh,2012,1148372.8958420209,5359.457805822223
BGR,Bulgarie,2012,1303939.987763766,9977.505725373241
BHS,Bahamas,2012,28945.020835539228,370.59397257451275
BIH,Bosnie-Herzegovine,2012,399623.78057132056,2433.75692449086
BLR,Bielorussie,2012,5076977.430880792,39591.09204589105
BLZ,Belize,2012,2014618.1868822984,11527.967596729457
BMU,Bermudes,2012,46.690612758655114,0.5877053031575188
BOL,Bolivie,2012,48807874.23452492,273544.0107446264
BRA,Bresil,2012,502762908.1950538,2918633.1410240186
BRB,Barbade,2012,18892.850936357223,116.54373804806144
BRN,Brunei Darussalam,2012,531163.5023641172,1836.7828666684834
BTN,Bhoutan,2012,192784.0092582595,766.2123953605388
BWA,Botswana,2012,987.6391612696998,15.787236763035928
CAF,Republique centrafricaine,2012,10321653.286763974,57313.88907390703
CAN,Canada,2012,198368992.46327633,2545494.1708489354
CHE,Suisse,2012,317088.051614858,1518.0646772474947
CHL,Chili,2012,22199098.54768269,174809.51185033948
CHN,Chine,2012,110020299.90330416,605004.4187455948
CIV,Cote d Ivoire,2012,15391191.30392207,96128.73772145905
CMR,Cameroun,2012,11113556.616411783,51267.60247466879
COD,Republique democratique du Congo,2012,140747824.69341832,630999.5511527682
COG,Republique du Congo,2012,6765379.098839352,32143.617365178812
COL,Colombie,2012,48708037.72100486,227707.04511266554
COM,Comores,2012,23612.906238419666,127.29285184633466
CPV,Cap-Vert,2012,,8.993036956335208
CRI,Costa Rica,2012,2030290.781626428,10367.07175275349
CUB,Cuba,2012,1432943.4575598736,10344.977987735583
CYM,Iles Cayman,2012,864.935991005675,9.227671762861391
CYP,Chypre,2012,5182.256640917814,54.30803393569789
CZE,Republique tcheque,2012,2673767.6070928574,14006.252809276564
DEU,Allemagne,2012,5005607.439796266,26007.353951442336
DMA,Dominique,2012,34929.6748414743,144.7238357231718
DNK,Danemark,2012,500602.51247068716,4451.952352689526
DOM,Republique dominicaine,2012,2798868.680229811,17905.569494636675
DZA,Algerie,2012,1243008.368487351,10912.733208616819
ECU,equateur,2012,17942119.079033807,74169.96580748151
EGY,egypte,2012,37938.868367713054,438.8534280509001
ESP,Espagne,2012,10792259.156594854,80495.82971443227
EST,Estonie,2012,1780962.6647452388,17685.1113591616
ETH,ethiopie,2012,7475599.4003424,41631.93539086983
FIN,Finlande,2012,12720667.015873164,160310.4867255505
FJI,Fidji,2012,253493.69484856777,1219.7665506088126
FRA,France,2012,11959434.8306468,67302.61843209552
GAB,Gabon,2012,3929890.536493079,17476.082580566934
GBR,Royaume-Uni,2012,5736852.65317324,35668.666246556815
GEO,Georgie,2012,72482.1614798406,472.9989319950606
GGY,Guernesey,2012,92.16533075597843,0.604688794275168
GHA,Ghana,2012,5752239.880416834,36625.86841506857
GIN,Guinee,2012,3291345.8969823592,24485.568322533076
GLP,Guadeloupe,2012,45078.26927567559,294.82241365661747
GMB,Gambie,2012,3570.099175458038,40.690272065087626
GNB,Guinee-Bissau,2012,428571.59474949766,3511.4494759262816
GNQ,Guinee equatoriale,2012,1189020.069772796,4952.7409730609925
GRC,Grece,2012,1276642.4509825367,13242.08454018319
GRD,Grenade,2012,9409.253744089981,39.73595788204367
GTM,Guatemala,2012,15271217.615663052,84044.44087503987
GUF,Guyane française,2012,3246374.7869400512,9772.714858127934
GUY,Guyane,2012,3666942.604863041,13111.828085822977
HKG,Hong Kong,2012,2804.3798317041865,14.188197894105642
HND,Honduras,2012,5806927.115920925,32305.495196563617
HRV,Croatie,2012,839757.9291199133,5004.428537301932
HTI,Haiti,2012,609013.8716079895,4272.746834759215
HUN,Hongrie,2012,1745816.0832936545,11921.858273255677
IDN,Indonesie,2012,507861904.2114544,2260260.5046039084
IMN,Ile de Man,2012,4719.496205178442,31.303038709631878
IND,Inde,2012,19728832.086494174,95068.55768094923
IRL,Irlande,2012,1099939.192085263,5825.902587677625
IRN,Iran,2012,42578.43696561306,407.39127389394787
IRQ,Irak,2012,954.3811803275611,9.132024872409595
ISR,Israel,2012,4561.266936444683,49.23018969858728
ITA,Italie,2012,2560290.976628051,21489.452658459606
JAM,Jamaique,2012,543691.0844042699,2603.685793391328
JEY,Jersey,2012,1189.8902000615535,6.681639585086425
JOR,Jordanie,2012,12.010721868488902,0.13055328269313496
JPN,Japon,2012,8174160.409093973,45672.06361017119
KAZ,Kazakhstan,2012,494106.57328211016,3741.5142676441155
KEN,Kenya,2012,3149976.3117989292,17899.13670322975
KGZ,Kirghizistan,2012,9481.98660808998,84.65660715935996
KHM,Cambodge,2012,45489905.693806306,195568.95713090387
KNA,Saint-Kitts-et-Nevis,2012,2045.8197643799583,10.741171235273203
KOR,Coree du Sud,2012,2005251.0570147256,15941.075642958636
LAO,Laos,2012,31460306.283145443,147537.12349925825
LBN,Liban,2012,17334.597682504573,170.00537517866283
LBR,Liberia,2012,12289850.481898025,72113.93990391215
LBY,Libye,2012,405.4984128545955,4.934646580570615
LCA,Sainte-Lucie,2012,14473.590996482424,67.10805567309055
LIE,Liechtenstein,2012,804.4628918887491,3.845795911291882
LKA,Sri Lanka,2012,2063371.1536945205,14427.63468578155
LSO,Lesotho,2012,389.127327448422,3.3001614728916566
LTU,Lituanie,2012,2119028.6903211735,17602.900557839315
LUX,Luxembourg,2012,99021.21411594715,444.28945532676823
LVA,Lettonie,2012,3885502.229019969,34285.45822614792
MAC,Macao,2012,,0.7139873336883134
MAR,Maroc,2012,182636.01885752013,1689.8901709055272
MDA,Moldavie,2012,172760.66960223878,1771.5323152850378
MDG,Madagascar,2012,23408968.94756917,128468.1627930124
MEX,Mexique,2012,23362401.12731474,174753.0637534256
MKD,Macedoine,2012,447874.4430393018,2938.742772903109
MLI,Mali,2012,9663.367739021316,78.92125094869556
MLT,Malte,2012,31.550480520536397,0.31300136191187455
MMR,Myanmar,2012,47808551.27877208,225188.71229879404
MNE,Montenegro,2012,213272.30041655805,1258.6025347971076
MNG,Mongolie,2012,2410480.486669868,34640.34113966695
MOZ,Mozambique,2012,19602097.785561875,139946.21504135343
MSR,Montserrat,2012,443.65521809483954,2.21233216459745
MTQ,Martinique,2012,61926.23338400541,308.42506400748897
MUS,Maurice,2012,32110.044104214612,152.47020560556203
MWI,Malawi,2012,1920369.6460011792,12173.04706639374
MYS,Malaisie,2012,154072467.4866402,628171.0442860551
